"refund_id","original_tran_id","refund_time","employee_id","reason","detailed_id","quantity","amount"
6446,39434,"2025-07-18 00:00:00",18,"Quality/Expired",106097,"1.000","3.00"
6447,7578,"2025-06-27 00:00:00",28,"Changed mind",20385,"1.000","3.00"
6448,6760,"2025-06-06 00:00:00",38,"Wrong item",18210,"2.000","5.84"
6449,21652,"2025-02-04 00:00:00",47,"Wrong item",58169,"1.000","1.75"
6450,23725,"2025-03-02 00:00:00",7,"Wrong item",63759,"2.000","20.00"
6451,38424,"2025-08-24 00:00:00",14,"Changed mind",103424,"2.000","7.00"
6452,24790,"2025-02-25 00:00:00",14,"Defective",66633,"1.000","15.50"
6453,19929,"2025-02-10 00:00:00",14,"Other",53597,"1.000","7.00"
6454,22789,"2025-05-15 00:00:00",3,"Defective",61189,"1.000","5.00"
6455,24372,"2025-03-10 00:00:00",18,"Changed mind",65507,"2.000","8.00"
6456,4838,"2025-03-29 00:00:00",38,"Defective",12988,"3.000","8.40"
6457,14157,"2025-08-09 00:00:00",40,"Other",38155,"2.000","10.00"
6458,37478,"2025-04-18 00:00:00",14,"Changed mind",100867,"2.000","8.10"
6459,10064,"2025-07-06 00:00:00",18,"Wrong item",27125,"1.000","6.50"
6460,10879,"2025-07-24 00:00:00",18,"Other",29294,"2.000","10.00"
6461,49471,"2025-04-12 00:00:00",38,"Changed mind",133212,"1.000","7.00"
6462,869,"2025-04-15 00:00:00",14,"Quality/Expired",2310,"2.000","19.00"
6463,34292,"2025-03-11 00:00:00",18,"Quality/Expired",92246,"3.000","13.97"
6464,28222,"2025-07-26 00:00:00",3,"Wrong item",75832,"2.000","9.00"
6465,42813,"2025-08-18 00:00:00",7,"Defective",115235,"3.000","36.00"
6466,5789,"2025-01-26 00:00:00",38,"Wrong item",15540,"3.000","3.00"
6467,16645,"2025-07-03 00:00:00",24,"Wrong item",44770,"1.000","10.00"
6468,28548,"2025-05-26 00:00:00",14,"Changed mind",76676,"1.000","8.00"
6469,22993,"2025-02-17 00:00:00",46,"Other",61746,"1.000","10.00"
6470,10385,"2025-07-04 00:00:00",24,"Changed mind",27956,"1.000","2.50"
6471,25689,"2025-05-01 00:00:00",40,"Changed mind",69048,"5.000","22.50"
6472,36939,"2025-01-18 00:00:00",46,"Wrong item",99406,"1.000","3.90"
6473,38688,"2025-02-06 00:00:00",47,"Quality/Expired",104131,"1.000","8.90"
6474,48730,"2025-03-12 00:00:00",38,"Quality/Expired",131188,"1.000","8.00"
6475,24834,"2025-06-23 00:00:00",47,"Defective",66751,"1.000","3.00"
6476,33031,"2025-02-08 00:00:00",14,"Defective",88861,"1.000","2.50"
6477,1304,"2025-02-16 00:00:00",14,"Other",3500,"1.000","3.72"
6478,45089,"2025-01-27 00:00:00",28,"Quality/Expired",121361,"1.000","2.00"
6479,16013,"2025-05-28 00:00:00",24,"Changed mind",43079,"1.000","6.00"
6480,20907,"2025-07-09 00:00:00",38,"Other",56171,"2.000","4.00"
6481,17557,"2025-01-17 00:00:00",47,"Changed mind",47232,"1.000","1.80"
6482,26400,"2025-02-27 00:00:00",24,"Quality/Expired",70978,"2.000","10.00"
6483,40341,"2025-07-20 00:00:00",28,"Quality/Expired",108585,"2.000","5.60"
6484,36571,"2025-05-28 00:00:00",24,"Defective",98408,"3.000","6.00"
6485,12535,"2025-05-28 00:00:00",40,"Changed mind",33773,"3.000","60.00"
6486,25827,"2025-05-10 00:00:00",18,"Wrong item",69419,"2.000","18.00"
6487,38337,"2025-07-11 00:00:00",3,"Defective",103190,"1.000","18.00"
6488,16560,"2025-03-16 00:00:00",47,"Quality/Expired",44543,"1.000","1.00"
6489,30928,"2025-08-13 00:00:00",14,"Defective",83131,"2.000","2.00"
6490,4504,"2025-07-11 00:00:00",40,"Quality/Expired",12090,"1.000","9.50"
6491,4133,"2025-01-30 00:00:00",18,"Defective",11101,"2.000","12.30"
6492,26525,"2025-06-28 00:00:00",7,"Changed mind",71317,"2.000","18.40"
6493,8437,"2025-06-12 00:00:00",14,"Changed mind",22731,"1.000","8.32"
6494,41172,"2025-06-04 00:00:00",40,"Other",110850,"1.000","2.50"
6495,27475,"2025-06-11 00:00:00",18,"Other",73838,"1.000","9.59"
6496,18219,"2025-05-19 00:00:00",24,"Quality/Expired",49041,"5.000","20.00"
6497,9424,"2025-01-30 00:00:00",7,"Quality/Expired",25424,"2.000","4.60"
6498,29853,"2025-02-25 00:00:00",3,"Defective",80225,"3.000","6.00"
6499,48626,"2025-05-01 00:00:00",14,"Other",130915,"2.000","10.00"
6500,38340,"2025-06-15 00:00:00",28,"Quality/Expired",103197,"2.000","36.00"
6501,43651,"2025-08-01 00:00:00",24,"Changed mind",117487,"2.000","8.00"
6502,45724,"2025-04-10 00:00:00",38,"Changed mind",123103,"2.000","30.62"
6503,35964,"2025-03-21 00:00:00",38,"Defective",96770,"1.000","2.87"
6504,27991,"2025-08-10 00:00:00",18,"Defective",75197,"2.000","4.00"
6505,30351,"2025-03-12 00:00:00",46,"Wrong item",81559,"1.000","2.00"
6506,20609,"2025-04-28 00:00:00",47,"Other",55379,"1.000","12.00"
6507,9756,"2025-07-12 00:00:00",38,"Defective",26285,"1.000","2.50"
6508,21499,"2025-03-03 00:00:00",7,"Quality/Expired",57764,"3.000","13.50"
6509,19345,"2025-03-18 00:00:00",3,"Defective",52020,"2.000","1.80"
6510,48756,"2025-03-25 00:00:00",47,"Quality/Expired",131256,"2.000","3.80"
6511,22484,"2025-02-05 00:00:00",18,"Defective",60384,"4.000","6.00"
6512,48373,"2025-07-09 00:00:00",28,"Changed mind",130257,"1.000","4.75"
6513,32229,"2025-08-09 00:00:00",28,"Changed mind",86660,"2.000","4.90"
6514,7494,"2025-06-01 00:00:00",40,"Quality/Expired",20161,"1.000","4.40"
6515,44825,"2025-02-28 00:00:00",28,"Wrong item",120654,"1.000","2.50"
6516,7088,"2025-04-30 00:00:00",24,"Other",19101,"1.000","4.00"
6517,7586,"2025-05-22 00:00:00",24,"Defective",20408,"1.000","2.30"
6518,1382,"2025-03-13 00:00:00",40,"Changed mind",3706,"1.000","2.35"
6519,36513,"2025-02-24 00:00:00",46,"Defective",98262,"4.000","10.00"
6520,21362,"2025-04-26 00:00:00",18,"Wrong item",57412,"1.000","6.50"
6521,43349,"2025-07-17 00:00:00",46,"Defective",116689,"2.000","8.00"
6522,20541,"2025-05-17 00:00:00",46,"Defective",55196,"3.000","6.00"
6523,24162,"2025-04-26 00:00:00",38,"Defective",64954,"2.000","7.00"
6524,45823,"2025-05-18 00:00:00",28,"Changed mind",123367,"1.000","4.50"
6525,2552,"2025-06-18 00:00:00",28,"Changed mind",6843,"2.000","10.00"
6526,34378,"2025-03-21 00:00:00",40,"Changed mind",92483,"2.000","12.00"
6527,31003,"2025-01-22 00:00:00",47,"Quality/Expired",83333,"2.000","8.00"
6528,8400,"2025-02-11 00:00:00",40,"Quality/Expired",22637,"2.000","3.50"
6529,41254,"2025-04-29 00:00:00",14,"Defective",111090,"1.000","5.90"
6530,8958,"2025-06-23 00:00:00",47,"Changed mind",24135,"1.000","3.00"
6531,40055,"2025-03-19 00:00:00",40,"Other",107833,"3.000","9.54"
6532,18480,"2025-08-07 00:00:00",14,"Changed mind",49729,"2.000","2.00"
6533,49362,"2025-05-30 00:00:00",46,"Wrong item",132911,"3.000","36.00"
6534,44276,"2025-06-02 00:00:00",3,"Defective",119185,"1.000","4.02"
6535,9278,"2025-03-16 00:00:00",40,"Quality/Expired",25007,"1.000","4.00"
6536,4952,"2025-07-01 00:00:00",28,"Quality/Expired",13303,"1.000","20.00"
6537,39354,"2025-04-20 00:00:00",3,"Defective",105886,"4.000","22.00"
6538,18820,"2025-06-27 00:00:00",40,"Changed mind",50602,"3.000","7.50"
6539,15246,"2025-05-01 00:00:00",14,"Changed mind",40979,"5.000","9.23"
6540,30512,"2025-07-13 00:00:00",28,"Other",81989,"1.000","4.00"
6541,33722,"2025-04-19 00:00:00",46,"Wrong item",90739,"2.000","4.63"
6542,36583,"2025-03-05 00:00:00",40,"Defective",98446,"3.000","6.00"
6543,34849,"2025-05-27 00:00:00",28,"Other",93775,"2.000","10.00"
6544,24097,"2025-08-09 00:00:00",46,"Changed mind",64774,"1.000","9.46"
6545,17227,"2025-03-24 00:00:00",47,"Quality/Expired",46336,"1.000","18.00"
6546,7690,"2025-06-13 00:00:00",46,"Wrong item",20693,"3.000","18.00"
6547,41856,"2025-03-20 00:00:00",46,"Changed mind",112677,"1.000","4.00"
6548,26847,"2025-01-28 00:00:00",46,"Defective",72164,"1.000","3.50"
6549,32755,"2025-06-16 00:00:00",7,"Quality/Expired",88089,"2.000","11.82"
6550,25630,"2025-08-15 00:00:00",40,"Quality/Expired",68886,"1.000","0.94"
6551,21318,"2025-05-17 00:00:00",18,"Wrong item",57283,"4.000","8.00"
6552,19484,"2025-05-08 00:00:00",3,"Changed mind",52389,"1.000","10.00"
6553,33997,"2025-08-26 00:00:00",47,"Quality/Expired",91490,"2.000","40.00"
6554,4173,"2025-06-21 00:00:00",38,"Quality/Expired",11200,"1.000","2.45"
6555,25729,"2025-03-04 00:00:00",46,"Changed mind",69148,"1.000","5.50"
6556,12898,"2025-05-21 00:00:00",47,"Quality/Expired",34782,"1.000","6.00"
6557,42808,"2025-07-11 00:00:00",28,"Wrong item",115225,"1.000","7.50"
6558,43529,"2025-04-12 00:00:00",24,"Defective",117157,"1.000","2.00"
6559,29634,"2025-05-07 00:00:00",7,"Defective",79598,"2.000","8.00"
6560,47865,"2025-06-12 00:00:00",7,"Changed mind",128872,"2.000","1.60"
6561,15213,"2025-07-16 00:00:00",28,"Quality/Expired",40895,"2.000","8.00"
6562,21344,"2025-02-14 00:00:00",38,"Changed mind",57360,"3.000","6.90"
6563,11897,"2025-02-05 00:00:00",14,"Wrong item",32054,"3.000","24.67"
6564,44591,"2025-07-27 00:00:00",14,"Wrong item",120027,"3.000","12.00"
6565,4323,"2025-03-09 00:00:00",18,"Defective",11605,"4.000","9.65"
6566,11507,"2025-04-28 00:00:00",47,"Defective",31032,"1.000","2.50"
6567,8557,"2025-07-01 00:00:00",40,"Other",23048,"1.000","1.70"
6568,20913,"2025-07-11 00:00:00",14,"Wrong item",56188,"2.000","40.00"
6569,3632,"2025-08-09 00:00:00",18,"Defective",9728,"1.000","8.90"
6570,8727,"2025-04-20 00:00:00",7,"Defective",23507,"2.000","133.10"
6571,29571,"2025-03-18 00:00:00",46,"Wrong item",79430,"1.000","2.50"
6572,15633,"2025-01-30 00:00:00",3,"Defective",42040,"2.000","9.45"
6573,40761,"2025-08-04 00:00:00",7,"Wrong item",109731,"1.000","4.00"
6574,41026,"2025-02-13 00:00:00",18,"Changed mind",110458,"2.000","7.00"
6575,1618,"2025-06-01 00:00:00",47,"Wrong item",4335,"2.000","2.90"
6576,36257,"2025-07-06 00:00:00",28,"Quality/Expired",97563,"4.000","6.00"
6577,31291,"2025-03-22 00:00:00",14,"Changed mind",84114,"1.000","12.00"
6578,72,"2025-03-15 00:00:00",7,"Wrong item",187,"5.000","12.50"
6579,37950,"2025-07-23 00:00:00",14,"Defective",102176,"1.000","1.80"
6580,38844,"2025-03-14 00:00:00",40,"Changed mind",104542,"1.000","6.70"
6581,20483,"2025-08-15 00:00:00",7,"Defective",55036,"1.000","30.50"
6582,9456,"2025-06-25 00:00:00",14,"Changed mind",25504,"1.000","9.50"
6583,28667,"2025-05-02 00:00:00",46,"Changed mind",76983,"4.000","7.20"
6584,7358,"2025-03-21 00:00:00",14,"Changed mind",19818,"2.000","3.50"
6585,45055,"2025-03-26 00:00:00",18,"Defective",121260,"1.000","3.50"
6586,17296,"2025-07-02 00:00:00",7,"Defective",46533,"2.000","3.00"
6587,30236,"2025-07-26 00:00:00",7,"Changed mind",81260,"2.000","5.50"
6588,7249,"2025-08-23 00:00:00",14,"Changed mind",19513,"1.000","3.00"
6589,13352,"2025-07-09 00:00:00",47,"Defective",36007,"1.000","7.50"
6590,13148,"2025-05-12 00:00:00",3,"Changed mind",35456,"1.000","12.00"
6591,10210,"2025-06-24 00:00:00",47,"Quality/Expired",27510,"1.000","5.50"
6592,19567,"2025-05-17 00:00:00",24,"Other",52621,"3.000","5.40"
6593,36024,"2025-08-13 00:00:00",14,"Wrong item",96936,"2.000","8.40"
6594,30251,"2025-07-24 00:00:00",47,"Changed mind",81300,"2.000","4.00"
6595,4330,"2025-07-18 00:00:00",46,"Changed mind",11624,"3.000","4.23"
6596,24645,"2025-04-11 00:00:00",40,"Other",66243,"2.000","4.00"
6597,13418,"2025-04-19 00:00:00",40,"Other",36183,"1.000","9.00"
6598,18231,"2025-04-24 00:00:00",14,"Changed mind",49072,"1.000","1.80"
6599,25190,"2025-05-28 00:00:00",38,"Other",67717,"4.000","9.20"
6600,27311,"2025-07-27 00:00:00",7,"Changed mind",73395,"2.000","3.60"
6601,16339,"2025-01-28 00:00:00",40,"Quality/Expired",43947,"3.000","15.00"
6602,29648,"2025-07-09 00:00:00",46,"Quality/Expired",79641,"1.000","5.00"
6603,45605,"2025-08-07 00:00:00",40,"Changed mind",122791,"3.000","30.00"
6604,13252,"2025-02-03 00:00:00",3,"Changed mind",35743,"1.000","42.58"
6605,47302,"2025-05-02 00:00:00",14,"Changed mind",127368,"2.000","12.96"
6606,26576,"2025-06-19 00:00:00",3,"Wrong item",71450,"4.000","36.00"
6607,24599,"2025-03-10 00:00:00",47,"Quality/Expired",66113,"1.000","9.50"
6608,24213,"2025-07-09 00:00:00",40,"Defective",65085,"2.000","6.55"
6609,29353,"2025-04-10 00:00:00",3,"Quality/Expired",78822,"1.000","4.40"
6610,4275,"2025-04-10 00:00:00",3,"Wrong item",11474,"1.000","1.50"
6611,3019,"2025-03-02 00:00:00",7,"Defective",8047,"2.000","16.48"
6612,11267,"2025-01-16 00:00:00",7,"Defective",30365,"2.000","8.90"
6613,7575,"2025-06-06 00:00:00",14,"Defective",20377,"2.000","22.73"
6614,47222,"2025-04-17 00:00:00",47,"Changed mind",127158,"3.000","30.00"
6615,45792,"2025-04-28 00:00:00",28,"Quality/Expired",123279,"1.000","2.00"
6616,26023,"2025-04-13 00:00:00",28,"Changed mind",69968,"2.000","15.00"
6617,49029,"2025-05-02 00:00:00",7,"Quality/Expired",131990,"1.000","0.20"
6618,2200,"2025-04-15 00:00:00",38,"Changed mind",5896,"4.000","72.00"
6619,32010,"2025-01-26 00:00:00",3,"Quality/Expired",86061,"3.000","14.10"
6620,556,"2025-02-13 00:00:00",18,"Quality/Expired",1496,"2.000","3.80"
6621,31824,"2025-02-16 00:00:00",7,"Defective",85540,"1.000","4.50"
6622,4173,"2025-06-21 00:00:00",38,"Changed mind",11198,"2.000","6.50"
6623,12264,"2025-01-13 00:00:00",47,"Wrong item",33037,"2.000","6.00"
6624,28368,"2025-08-11 00:00:00",18,"Defective",76216,"1.000","5.25"
6625,3967,"2025-03-31 00:00:00",24,"Defective",10664,"2.000","9.60"
6626,38078,"2025-07-05 00:00:00",40,"Wrong item",102505,"3.000","7.50"
6627,39141,"2025-06-22 00:00:00",3,"Quality/Expired",105321,"1.000","2.41"
6628,21854,"2025-03-14 00:00:00",24,"Wrong item",58708,"2.000","3.60"
6629,23404,"2025-04-05 00:00:00",46,"Changed mind",62875,"1.000","6.00"
6630,17695,"2025-02-15 00:00:00",3,"Other",47586,"1.000","9.00"
6631,24689,"2025-07-06 00:00:00",46,"Quality/Expired",66351,"4.000","4.00"
6632,12492,"2025-08-20 00:00:00",3,"Changed mind",33659,"1.000","9.03"
6633,40857,"2025-08-04 00:00:00",7,"Changed mind",109993,"1.000","9.49"
6634,24716,"2025-02-01 00:00:00",14,"Defective",66427,"4.000","20.00"
6635,5482,"2025-03-20 00:00:00",3,"Changed mind",14705,"2.000","4.00"
6636,28301,"2025-06-17 00:00:00",7,"Defective",76050,"1.000","2.50"
6637,9603,"2025-08-06 00:00:00",38,"Quality/Expired",25897,"1.000","3.50"
6638,4888,"2025-06-05 00:00:00",40,"Changed mind",13130,"2.000","8.00"
6639,35684,"2025-07-01 00:00:00",40,"Changed mind",96022,"2.000","4.72"
6640,39437,"2025-04-25 00:00:00",28,"Changed mind",106107,"1.000","0.20"
6641,24570,"2025-04-19 00:00:00",24,"Changed mind",66035,"1.000","2.00"
6642,18909,"2025-06-09 00:00:00",3,"Defective",50848,"1.000","1.80"
6643,8799,"2025-01-30 00:00:00",24,"Changed mind",23698,"1.000","5.90"
6644,44392,"2025-04-27 00:00:00",24,"Defective",119477,"3.000","0.60"
6645,17296,"2025-06-30 00:00:00",7,"Quality/Expired",46532,"3.000","16.50"
6646,42495,"2025-06-22 00:00:00",3,"Defective",114393,"1.000","0.20"
6647,41687,"2025-08-27 00:00:00",28,"Quality/Expired",112228,"1.000","1.45"
6648,14987,"2025-02-13 00:00:00",46,"Changed mind",40307,"1.000","4.50"
6649,2816,"2025-06-30 00:00:00",7,"Defective",7544,"3.000","4.50"
6650,2741,"2025-05-14 00:00:00",14,"Quality/Expired",7329,"2.000","8.00"
6651,22070,"2025-07-24 00:00:00",47,"Defective",59307,"1.000","42.58"
6652,23763,"2025-03-12 00:00:00",47,"Quality/Expired",63853,"2.000","16.00"
6653,44668,"2025-05-17 00:00:00",7,"Quality/Expired",120248,"1.000","2.45"
6654,8937,"2025-06-14 00:00:00",38,"Defective",24080,"1.000","2.50"
6655,15880,"2025-08-09 00:00:00",28,"Changed mind",42717,"1.000","6.00"
6656,20351,"2025-07-03 00:00:00",7,"Changed mind",54687,"2.000","14.00"
6657,5532,"2025-03-01 00:00:00",47,"Defective",14835,"3.000","19.50"
6658,21778,"2025-05-30 00:00:00",18,"Changed mind",58492,"4.000","46.00"
6659,27387,"2025-07-06 00:00:00",46,"Changed mind",73603,"1.000","4.78"
6660,17446,"2025-04-12 00:00:00",14,"Other",46931,"2.000","3.80"
6661,25803,"2025-06-15 00:00:00",40,"Changed mind",69352,"1.000","10.00"
6662,37182,"2025-02-24 00:00:00",40,"Changed mind",100064,"3.000","11.45"
6663,5885,"2025-04-25 00:00:00",18,"Wrong item",15799,"2.000","20.00"
6664,373,"2025-01-20 00:00:00",24,"Changed mind",1005,"4.000","14.00"
6665,46763,"2025-03-17 00:00:00",3,"Other",125950,"2.000","6.00"
6666,5400,"2025-05-30 00:00:00",38,"Changed mind",14485,"1.000","4.00"
6667,1029,"2025-04-26 00:00:00",38,"Quality/Expired",2742,"1.000","4.00"
6668,13601,"2025-06-12 00:00:00",14,"Quality/Expired",36660,"2.000","16.75"
6669,42988,"2025-02-21 00:00:00",47,"Wrong item",115699,"5.000","30.00"
6670,11750,"2025-06-15 00:00:00",24,"Wrong item",31678,"2.000","6.00"
6671,45801,"2025-04-22 00:00:00",7,"Other",123304,"2.000","18.00"
6672,15446,"2025-04-29 00:00:00",28,"Defective",41541,"1.000","3.00"
6673,31505,"2025-02-21 00:00:00",40,"Defective",84680,"1.000","9.50"
6674,36072,"2025-06-13 00:00:00",47,"Changed mind",97068,"2.000","6.90"
6675,13886,"2025-05-27 00:00:00",28,"Changed mind",37416,"1.000","2.50"
6676,24046,"2025-06-18 00:00:00",3,"Other",64637,"1.000","1.60"
6677,1702,"2025-06-16 00:00:00",24,"Changed mind",4560,"1.000","1.50"
6678,39261,"2025-01-06 00:00:00",14,"Quality/Expired",105639,"2.000","20.00"
6679,29553,"2025-08-21 00:00:00",14,"Other",79384,"4.000","21.69"
6680,37543,"2025-01-28 00:00:00",46,"Quality/Expired",101049,"1.000","1.50"
6681,15477,"2025-06-22 00:00:00",7,"Quality/Expired",41629,"3.000","27.16"
6682,45692,"2025-04-10 00:00:00",7,"Defective",123026,"3.000","5.59"
6683,15272,"2025-03-01 00:00:00",24,"Changed mind",41055,"2.000","10.00"
6684,28191,"2025-05-27 00:00:00",46,"Changed mind",75745,"1.000","0.94"
6685,4814,"2025-06-15 00:00:00",24,"Wrong item",12922,"2.000","18.00"
6686,34523,"2025-03-20 00:00:00",47,"Changed mind",92880,"2.000","12.00"
6687,25825,"2025-05-01 00:00:00",3,"Changed mind",69411,"2.000","4.00"
6688,912,"2025-05-26 00:00:00",40,"Quality/Expired",2428,"2.000","14.00"
6689,21048,"2025-04-02 00:00:00",40,"Changed mind",56555,"4.000","393.72"
6690,33834,"2025-03-21 00:00:00",28,"Quality/Expired",91050,"4.000","16.00"
6691,33837,"2025-04-27 00:00:00",18,"Wrong item",91060,"1.000","7.57"
6692,32994,"2025-05-17 00:00:00",38,"Defective",88751,"4.000","36.00"
6693,33582,"2025-04-17 00:00:00",47,"Changed mind",90365,"1.000","4.00"
6694,27656,"2025-07-08 00:00:00",47,"Changed mind",74310,"1.000","1.80"
6695,32116,"2025-08-10 00:00:00",40,"Other",86347,"3.000","0.60"
6696,14254,"2025-01-12 00:00:00",28,"Changed mind",38397,"3.000","21.00"
6697,42290,"2025-01-25 00:00:00",18,"Defective",113833,"1.000","2.50"
6698,21291,"2025-03-03 00:00:00",18,"Changed mind",57216,"2.000","12.00"
6699,45717,"2025-05-21 00:00:00",40,"Other",123083,"2.000","5.00"
6700,14742,"2025-06-13 00:00:00",38,"Other",39658,"2.000","1.60"
6701,35310,"2025-06-27 00:00:00",47,"Wrong item",95033,"2.000","9.00"
6702,17181,"2025-08-07 00:00:00",38,"Changed mind",46219,"3.000","25.77"
6703,18943,"2025-07-16 00:00:00",3,"Changed mind",50932,"3.000","15.00"
6704,3196,"2025-02-08 00:00:00",14,"Changed mind",8534,"1.000","2.27"
6705,12890,"2025-05-25 00:00:00",40,"Quality/Expired",34758,"2.000","50.00"
6706,1978,"2025-01-28 00:00:00",28,"Wrong item",5293,"1.000","5.50"
6707,6420,"2025-03-21 00:00:00",3,"Changed mind",17274,"2.000","7.70"
6708,33063,"2025-03-12 00:00:00",7,"Wrong item",88948,"2.000","5.50"
6709,1170,"2025-07-06 00:00:00",38,"Quality/Expired",3132,"5.000","30.00"
6710,40569,"2025-03-07 00:00:00",24,"Changed mind",109213,"1.000","2.30"
6711,10332,"2025-04-29 00:00:00",40,"Defective",27823,"4.000","60.00"
6712,49977,"2025-03-27 00:00:00",47,"Changed mind",134582,"3.000","7.50"
6713,19829,"2025-06-22 00:00:00",3,"Wrong item",53341,"2.000","19.00"
6714,44524,"2025-08-08 00:00:00",47,"Changed mind",119837,"3.000","7.50"
6715,2790,"2025-02-27 00:00:00",7,"Other",7461,"2.000","2.40"
6716,42374,"2025-04-10 00:00:00",24,"Defective",114062,"1.000","1.50"
6717,25993,"2025-07-19 00:00:00",47,"Changed mind",69885,"1.000","3.50"
6718,24956,"2025-04-03 00:00:00",28,"Quality/Expired",67081,"1.000","2.00"
6719,42264,"2025-05-17 00:00:00",7,"Defective",113767,"3.000","7.50"
6720,8006,"2025-07-12 00:00:00",28,"Defective",21549,"2.000","24.00"
6721,2591,"2025-01-15 00:00:00",38,"Other",6938,"3.000","18.00"
6722,28714,"2025-07-29 00:00:00",46,"Wrong item",77117,"2.000","24.00"
6723,3420,"2025-07-19 00:00:00",3,"Wrong item",9143,"1.000","6.25"
6724,12669,"2025-03-18 00:00:00",18,"Quality/Expired",34146,"1.000","8.00"
6725,45876,"2025-07-12 00:00:00",28,"Changed mind",123506,"2.000","36.00"
6726,9423,"2025-06-28 00:00:00",47,"Wrong item",25418,"2.000","12.00"
6727,42129,"2025-05-16 00:00:00",28,"Quality/Expired",113413,"1.000","4.50"
6728,5361,"2025-04-13 00:00:00",47,"Defective",14380,"2.000","9.00"
6729,4319,"2025-04-03 00:00:00",46,"Wrong item",11595,"3.000","9.00"
6730,19092,"2025-08-03 00:00:00",28,"Changed mind",51348,"1.000","9.00"
6731,23961,"2025-08-21 00:00:00",46,"Wrong item",64399,"1.000","2.50"
6732,10999,"2025-07-19 00:00:00",14,"Quality/Expired",29618,"1.000","5.00"
6733,11430,"2025-02-15 00:00:00",38,"Defective",30831,"1.000","4.75"
6734,37493,"2025-02-27 00:00:00",7,"Changed mind",100908,"3.000","3.00"
6735,27599,"2025-02-10 00:00:00",28,"Defective",74168,"3.000","30.00"
6736,16285,"2025-05-11 00:00:00",14,"Defective",43790,"4.000","24.00"
6737,18547,"2025-06-11 00:00:00",40,"Changed mind",49916,"3.000","30.00"
6738,29532,"2025-01-18 00:00:00",38,"Wrong item",79323,"2.000","17.00"
6739,33997,"2025-08-17 00:00:00",46,"Other",91488,"1.000","5.50"
6740,40826,"2025-02-03 00:00:00",38,"Changed mind",109913,"2.000","13.00"
6741,24967,"2025-05-08 00:00:00",18,"Defective",67113,"3.000","28.50"
6742,36703,"2025-05-17 00:00:00",3,"Changed mind",98761,"1.000","20.00"
6743,46037,"2025-05-24 00:00:00",7,"Wrong item",123947,"4.000","60.00"
6744,26238,"2025-06-28 00:00:00",46,"Other",70554,"1.000","6.00"
6745,39913,"2025-01-28 00:00:00",24,"Changed mind",107462,"1.000","9.00"
6746,7859,"2025-01-17 00:00:00",47,"Defective",21159,"2.000","20.00"
6747,45291,"2025-05-28 00:00:00",18,"Defective",121927,"1.000","4.00"
6748,36055,"2025-01-10 00:00:00",14,"Quality/Expired",97020,"1.000","1.70"
6749,29959,"2025-03-03 00:00:00",40,"Wrong item",80516,"1.000","2.50"
6750,11919,"2025-02-02 00:00:00",40,"Defective",32120,"5.000","12.50"
6751,5167,"2025-07-27 00:00:00",7,"Quality/Expired",13878,"1.000","9.00"
6752,9623,"2025-04-14 00:00:00",46,"Wrong item",25945,"1.000","3.50"
6753,24681,"2025-05-29 00:00:00",28,"Quality/Expired",66330,"4.000","80.00"
6754,39937,"2025-02-21 00:00:00",38,"Wrong item",107523,"1.000","4.00"
6755,6290,"2025-05-27 00:00:00",3,"Quality/Expired",16908,"2.000","8.50"
6756,35310,"2025-07-18 00:00:00",47,"Quality/Expired",95036,"1.000","2.50"
6757,231,"2025-07-22 00:00:00",18,"Changed mind",613,"1.000","8.19"
6758,48159,"2025-03-26 00:00:00",18,"Defective",129661,"1.000","12.00"
6759,23505,"2025-05-06 00:00:00",7,"Quality/Expired",63157,"1.000","4.76"
6760,36270,"2025-06-19 00:00:00",7,"Changed mind",97594,"3.000","7.50"
6761,26993,"2025-02-28 00:00:00",14,"Quality/Expired",72549,"2.000","40.00"
6762,19097,"2025-05-28 00:00:00",47,"Quality/Expired",51360,"2.000","13.00"
6763,42353,"2025-06-09 00:00:00",28,"Changed mind",114007,"1.000","15.00"
6764,11958,"2025-04-03 00:00:00",24,"Changed mind",32221,"1.000","6.30"
6765,48580,"2025-06-03 00:00:00",24,"Defective",130796,"2.000","30.00"
6766,37949,"2025-07-26 00:00:00",47,"Defective",102173,"1.000","14.45"
6767,25408,"2025-06-21 00:00:00",18,"Changed mind",68271,"2.000","8.00"
6768,10970,"2025-05-27 00:00:00",7,"Quality/Expired",29537,"2.000","8.50"
6769,28186,"2025-08-05 00:00:00",28,"Defective",75732,"3.000","10.20"
6770,25211,"2025-06-24 00:00:00",40,"Changed mind",67771,"1.000","1.00"
6771,37233,"2025-06-18 00:00:00",38,"Defective",100208,"2.000","12.40"
6772,13350,"2025-03-03 00:00:00",7,"Defective",36004,"1.000","1.00"
6773,46875,"2025-07-19 00:00:00",38,"Changed mind",126241,"2.000","7.00"
6774,36934,"2025-02-22 00:00:00",14,"Wrong item",99394,"1.000","5.65"
6775,40299,"2025-05-16 00:00:00",7,"Changed mind",108468,"2.000","9.00"
6776,30015,"2025-03-13 00:00:00",3,"Other",80675,"2.000","4.20"
6777,2463,"2025-07-09 00:00:00",24,"Changed mind",6613,"1.000","4.50"
6778,25080,"2025-05-22 00:00:00",14,"Defective",67421,"1.000","6.00"
6779,25717,"2025-07-15 00:00:00",14,"Wrong item",69116,"1.000","4.00"
6780,13288,"2025-03-27 00:00:00",24,"Quality/Expired",35844,"2.000","5.50"
